,old_user,old_item,user,item
191,236981,67657,8324,380
192,236981,113853,8324,572
193,236981,123637,8324,616
194,236981,131419,8324,642
195,236981,133837,8324,656
196,236981,134126,8324,658
197,236981,138174,8324,677
198,236981,138520,8324,678
199,236981,139433,8324,684
200,236981,147370,8324,724
201,236981,148966,8324,728
202,236981,152757,8324,744
203,236981,162760,8324,773
204,236981,163647,8324,775
205,236981,166779,8324,787
206,236981,167826,8324,790
207,236981,169800,8324,799
208,236981,174697,8324,824
209,236981,175065,8324,826
210,236981,177161,8324,832
211,236981,178011,8324,836
212,236981,178051,8324,837
213,236981,181215,8324,845
214,236981,192603,8324,877
215,242576,129857,8530,633
216,244621,8940,8593,228
217,248216,147434,8741,725
218,248881,117891,8764,588
219,248881,130269,8764,635
220,248881,174135,8764,823
221,248881,178593,8764,838
222,248881,178837,8764,840
223,248881,179315,8764,842
224,252672,34464,8894,295
225,252672,117138,8894,585
226,252672,172831,8894,819
227,252672,184075,8894,859
228,252693,6606,8896,171
229,256158,55467,9002,346
230,259692,134829,9128,665
231,259766,154908,9132,751
232,261865,111755,9212,566
233,262584,143599,9238,704
234,262584,177683,9238,834
235,263258,162374,9267,771
236,263685,83920,9279,447
237,263685,99355,9279,519
238,264337,72589,9305,398
239,264420,119973,9308,598
240,267020,106113,9396,552
241,267732,32509,9417,283
242,269165,152439,9465,742
243,269704,158954,9481,760
244,275402,72840,9693,401
245,277313,87006,9762,465
246,277313,97283,9762,514
247,277313,99246,9762,518
248,278220,81744,9802,433
249,278420,96481,9807,511
250,278595,83801,9818,446
251,280608,172097,9898,814
252,280608,188145,9898,869
253,280608,188281,9898,870
254,281359,59667,9913,362
255,281790,33253,9938,289
256,281790,69224,9938,383
257,281790,78405,9938,419
258,282374,168680,9963,795
259,282374,168694,9963,796
260,48502,1270,1675,45
261,205274,3450,7214,100
262,35778,161,1262,6
263,140815,1094,4923,36
264,1028,1241,43,44
265,220213,6650,7744,172
266,262465,5618,9235,151
267,188017,4226,6668,118
268,242289,1240,8520,43
269,11298,5618,400,151
270,24476,1230,853,42
271,254705,4215,8956,117
272,89355,31658,3063,274
273,214037,1270,7523,45
274,84552,953,2892,33
275,178011,1270,6291,45
276,86980,1270,2975,45
277,45231,47610,1571,323
278,273521,230,9626,8
279,6187,1240,225,43
280,258780,6,9097,0
281,176792,1921,6240,61
282,186801,34437,6618,294
283,28123,4022,954,113
284,277569,592,9772,25
285,109925,1127,3789,38
286,274030,21,9646,2
287,95207,592,3263,25
288,94283,4226,3233,118
289,187240,1270,6634,45
290,150280,590,5251,24
291,223332,1230,7848,42
292,264851,5618,9330,151
293,264845,80463,9329,428
294,217190,1438,7621,49
295,45155,13,1566,1
296,137238,33166,4798,287
297,134315,2335,4697,71
298,244694,590,8596,24
299,274162,2335,9652,71
300,228420,590,8024,24
301,280084,3210,9879,92
302,148854,1240,5202,43
303,70691,230,2411,8
304,32165,34530,1115,296
305,166464,5618,5842,151
306,117999,953,4079,33
307,98979,4022,3396,113
308,137096,1127,4793,38
309,138169,590,4825,24
310,17981,431,655,17
311,115912,592,3998,25
312,184005,4226,6507,118
313,18423,31658,668,274
314,113755,653,3926,27
315,113637,266,3923,9
316,187227,2977,6632,87
317,100181,13,3447,1
318,168314,84557,5924,453
319,132236,497,4613,22
320,280891,56174,9902,349
321,179718,446,6367,18
322,276570,2693,9735,77
323,165436,1094,5812,36
324,71385,1921,2439,61
325,110038,1270,3796,45
326,52389,4226,1820,118
327,186095,953,6590,33
328,147830,28,5168,3
329,3960,80463,146,428
330,122865,6,4281,0
331,142656,1127,4992,38
332,199903,953,7037,33
333,213917,2558,7516,72
334,157840,2622,5508,73
335,169075,6440,5944,168
336,119602,1921,4149,61
337,192309,2693,6796,77
338,32234,161,1120,6
339,133255,4226,4653,118
340,130540,91500,4548,484
341,119752,4063,4155,114
342,132477,1240,4619,43
343,188604,431,6690,17
344,52934,80615,1843,430
345,140021,4226,4890,118
346,228998,592,8039,25
347,244621,1217,8593,41
348,227470,88566,7988,474
349,208482,103335,7333,542
350,258483,2671,9088,74
351,198447,21,6999,2
352,248881,179497,8764,843
353,34013,48142,1185,325
354,232490,80463,8167,428
355,242727,216,8536,7
356,55089,592,1897,25
357,239151,431,8403,17
358,82471,6,2809,0
359,69315,8712,2355,218
360,281790,71106,9938,391
361,1133,8984,47,230
362,109252,91500,3766,484
363,171345,8733,6025,219
364,233583,21,8202,2
365,100417,8869,3461,225
366,198019,1621,6987,51
367,75229,47610,2573,323
368,273779,1240,9638,43
369,151078,1217,5271,41
370,277673,592,9778,25
371,242725,8042,8535,207
372,147062,103228,5136,540
373,198105,80615,6990,430
374,42284,80463,1473,428
375,216754,4226,7606,118
376,162506,216,5686,7
377,65444,3809,2218,107
378,13955,2671,511,74
379,996,592,39,25
380,88351,56174,3028,349
381,218725,953,7678,33
382,109040,1921,3758,61
383,29899,4226,1020,118
384,159184,103228,5556,540
385,234891,1921,8252,61
386,244475,4226,8588,118
387,271163,7303,9534,196
388,132630,1270,4629,45
389,179777,592,6370,25
390,262584,53121,9238,335
391,205274,592,7214,25
392,112640,590,3880,24
393,60651,102860,2090,539
394,93567,216,3208,7
395,491,590,17,24
396,170899,1177,6010,39
397,249705,3809,8795,107
398,220892,6881,7763,179
399,215764,112171,7580,567
400,202948,953,7134,33
401,230261,1230,8078,42
402,12902,497,470,22
403,169907,77866,5968,417
404,38534,1240,1352,43
405,95207,8638,3263,216
406,36169,161,1285,6
407,77098,3307,2635,96
408,57428,47610,1972,323
409,131745,590,4590,24
410,8968,6440,314,168
411,61656,2313,2113,70
412,34013,8984,1185,230
413,262317,5618,9230,151
414,36063,161,1278,6
415,280152,91500,9882,484
416,185823,40278,6575,305
417,43296,118082,1511,589
418,241656,592,8489,25
419,87416,1270,2988,45
420,37067,1913,1309,60
421,261807,592,9210,25
422,259636,3421,9126,98
423,60857,1411,2096,48
424,118547,1240,4099,43
425,139785,79091,4880,423
426,54491,5618,1886,151
427,244695,161,8597,6
428,156938,592,5461,25
429,211436,592,7425,25
430,37478,544,1322,23
431,19604,1240,694,43
432,106833,6,3685,0
433,115848,64,3992,4
434,230187,3210,8075,92
435,198019,416,6987,16
436,263571,497,9275,22
437,150109,1619,5245,50
438,4406,590,161,24
439,73940,8638,2525,216
440,213198,1240,7487,43
441,203626,121202,7158,603
442,257453,1270,9040,45
443,123984,953,4322,33
444,134854,26578,4718,249
445,238947,161,8393,6
446,100708,3101,3470,88
447,45028,3307,1562,96
448,105947,4022,3647,113
449,100237,2193,3454,67
450,217528,1270,7638,45
451,201508,5584,7090,150
452,162950,590,5700,24
453,216506,54278,7598,341
454,244879,8042,8605,207
455,119962,266,4166,9
456,139472,1752,4868,55
457,275375,590,9690,24
458,53922,590,1870,24
459,30891,4022,1070,113
460,140837,31658,4925,274
461,225092,6,7909,0
462,227656,2335,7998,71
463,74624,1240,2553,43
464,269391,1270,9472,45
465,186860,56174,6624,349
466,78511,1127,2677,38
467,223148,1094,7843,36
468,189811,91500,6732,484
469,260471,4226,9160,118
470,274452,2671,9664,74
471,177553,2263,6275,69
472,155674,1240,5425,43
473,63248,3421,2169,98
474,113755,1189,3926,40
475,241952,79091,8504,423
476,88191,431,3019,17
477,261865,6440,9212,168
478,8446,103335,289,542
479,222286,6727,7811,174
480,184787,82154,6534,437
481,141310,1270,4945,45
482,230177,216,8072,7
483,146255,80463,5104,428
484,253059,77866,8913,417
485,35989,2313,1272,70
486,47622,3307,1644,96
487,250272,1270,8810,45
488,121391,653,4216,27
489,47070,80463,1627,428
490,54740,170645,1891,802
491,256203,3809,9005,107
492,78400,919,2673,32
493,15759,477,579,20
494,256589,4022,9015,113
495,117821,4543,4072,125
496,215361,590,7562,24
497,97929,592,3359,25
498,9954,33166,346,287
499,51605,80463,1798,428
500,255595,5618,8978,151
501,177312,266,6265,9
502,71835,1094,2454,36
503,104576,4226,3594,118
504,228341,1240,8019,43
505,242154,1240,8515,43
506,270716,1270,9520,45
507,47275,3450,1630,100
508,262204,842,9225,31
509,228330,8984,8017,230
510,278121,3210,9800,92
511,4302,91500,156,484
512,154127,590,5382,24
513,249752,3809,8796,107
514,129992,79091,4535,423
515,239957,1094,8425,36
516,258435,5618,9085,151
517,148744,3450,5199,100
518,122165,303,4247,10
519,170899,3101,6010,88
520,8446,4063,289,114
521,167695,1411,5899,48
522,54650,53121,1889,335
523,239140,592,8401,25
524,236981,653,8324,27
525,17661,1270,641,45
526,165802,592,5824,25
527,10780,2693,384,77
528,93825,161,3218,6
529,255243,592,8972,25
530,211201,5618,7414,151
531,233686,70295,8205,386
532,36214,266,1286,9
533,130906,590,4564,24
534,188017,953,6668,33
535,271796,592,9556,25
536,227454,1270,7986,45
537,127288,1127,4429,38
538,167096,6,5872,0
539,167847,161,5905,6
540,100197,2671,3448,74
541,29875,47610,1019,323
542,102217,4022,3518,113
543,248944,919,8768,32
544,157361,592,5487,25
545,126595,2622,4409,73
546,33247,71106,1158,391
547,251163,21,8845,2
548,96517,3210,3310,92
549,50889,5618,1761,151
550,156798,1438,5456,49
551,106936,31658,3691,274
552,5448,266,207,9
553,44143,3450,1537,100
554,221977,1921,7804,61
555,164841,5618,5786,151
556,51734,1240,1802,43
557,230532,2313,8093,70
558,276627,4226,9736,118
559,125843,21,4387,2
560,261586,592,9198,25
561,121893,590,4240,24
562,241949,5618,8503,151
563,177114,4022,6250,113
564,18939,1270,680,45
565,85799,919,2938,32
566,78803,5618,2693,151
567,201178,653,7076,27
568,83061,31658,2839,274
569,204561,2671,7188,74
570,9117,4226,319,118
571,66157,47610,2237,323
572,73561,43917,2510,312
573,119814,446,4159,18
574,276778,1240,9744,43
575,178315,266,6309,9
576,25478,91500,880,484
577,24733,216,858,7
578,203342,431,7150,17
579,20869,3450,743,100
580,111468,216,3847,7
581,115083,103335,3972,542
582,60233,216,2072,7
583,28301,1270,959,45
584,222528,80463,7819,428
585,159137,6792,5554,176
586,1569,161,68,6
587,134747,64,4709,4
588,2867,4226,113,118
589,233789,497,8208,22
590,205701,592,7227,25
591,135281,2671,4737,74
592,152757,4226,5341,118
593,178880,919,6333,32
594,20075,8984,715,230
595,18812,3289,676,95
596,259291,3210,9114,92
597,122247,953,4251,33
598,192592,5618,6810,151
599,125499,6,4372,0
600,160872,46967,5617,322
601,75504,1701,2585,52
602,237114,4022,8327,113
603,42738,2622,1494,73
604,197951,431,6983,17
605,178011,6440,6291,168
606,153759,95313,5368,506
607,174000,3210,6119,92
608,139041,5927,4847,158
609,162177,1127,5673,38
610,249016,2671,8770,74
611,100224,32029,3450,277
612,242101,33166,8512,287
613,119752,374,4155,12
614,18975,4226,682,118
615,65641,1127,2225,38
616,255842,592,8991,25
617,49814,1270,1725,45
618,49213,47610,1697,323
619,175628,590,6196,24
620,43268,122916,1509,612
621,116150,3202,4007,90
622,100809,953,3475,33
623,115840,40278,3991,305
624,134201,3101,4695,88
625,241755,4226,8494,118
626,131975,80463,4599,428
627,5062,1270,186,45
628,247227,2313,8691,70
629,184386,79091,6523,423
630,41558,1240,1450,43
631,174285,2313,6133,70
632,57492,1240,1975,43
633,128292,1240,4463,43
634,133164,1230,4651,42
635,140021,590,4890,24
636,165093,6,5799,0
637,248944,1270,8768,45
638,183631,64622,6488,375
639,116813,4022,4032,113
640,82772,266,2821,9
641,30005,1619,1030,50
642,197846,1240,6979,43
643,283008,1240,9991,43
644,231176,544,8125,23
645,30005,5618,1030,151
646,172865,91500,6081,484
647,203084,5618,7141,151
648,217935,4226,7653,118
649,39754,103335,1387,542
650,263571,64,9275,4
651,143406,1270,5021,45
652,238105,1230,8361,42
653,100809,1270,3475,45
654,233583,1127,8202,38
655,138039,919,4820,32
656,161622,1230,5648,42
657,148854,303,5202,10
658,75655,1270,2588,45
659,7841,32291,274,279
660,160264,57353,5592,353
661,266483,1094,9379,36
662,242289,446,8520,18
663,272884,1230,9599,42
664,117844,1752,4074,55
665,95207,32291,3263,279
666,161079,3814,5627,109
667,6681,497,240,22
668,252244,80463,8876,428
669,164025,25976,5745,238
670,272986,4677,9603,128
671,144281,590,5046,24
672,68331,3421,2318,98
673,10473,1230,370,42
674,156654,21,5450,2
675,121704,332,4230,11
676,200916,592,7069,25
677,42169,34437,1468,294
678,12601,103335,464,542
679,34747,1240,1224,43
680,174134,5618,6125,151
681,168206,446,5919,18
682,161200,3421,5630,98
683,75799,216,2593,7
684,261152,592,9182,25
685,102892,1411,3540,48
686,71823,1240,2453,43
687,593,266,20,9
688,233562,1619,8200,50
689,213920,653,7517,27
690,217471,3421,7634,98
691,71387,1270,2440,45
692,87816,161,3006,6
693,208761,32291,7337,279
694,176380,21,6228,2
695,175680,8984,6198,230
696,16168,6,591,0
697,101957,2671,3510,74
698,52703,590,1833,24
699,147605,590,5157,24
700,49213,103335,1697,542
701,170511,1921,6000,61
702,116870,4226,4035,118
703,32467,32029,1128,277
704,120512,1240,4191,43
705,31622,2193,1088,67
706,129226,6,4505,0
707,139269,1094,4859,36
708,252566,636,8887,26
709,179396,91500,6355,484
710,4848,2193,179,67
711,128899,2671,4489,74
712,236981,143389,8324,701
713,253549,21,8928,2
714,201722,56801,7096,352
715,196448,592,6942,25
716,98450,93805,3376,500
717,224377,4022,7887,113
718,210810,4022,7395,113
719,55305,4226,1905,118
720,163728,3210,5729,92
721,135766,2677,4751,75
722,281359,592,9913,25
723,116741,8984,4030,230
724,152912,2335,5344,71
725,230187,1270,8075,45
726,142760,4292,4995,120
727,179070,1189,6338,40
728,158052,592,5513,25
729,257756,590,9051,24
730,81616,2313,2778,70
731,100979,6,3484,0
732,35377,21,1243,2
733,132812,653,4636,27
734,245422,1701,8628,52
735,38982,1270,1364,45
736,147033,303,5134,10
737,251249,2335,8847,71
738,43296,1913,1511,60
739,56484,1619,1949,50
740,81857,34437,2785,294
741,108799,266,3751,9
742,152514,1270,5330,45
743,164546,21,5774,2
744,148436,8984,5188,230
745,182537,1240,6450,43
746,7637,43396,267,311
747,280476,79091,9893,423
748,248285,161,8743,6
749,193509,3421,6840,98
750,62775,4022,2152,113
751,92981,1240,3196,43
752,127310,216,4431,7
753,243818,21,8570,2
754,82838,2335,2826,71
755,491,6,17,0
756,265250,1094,9345,36
757,228642,1127,8028,38
758,65211,4392,2209,121
759,211860,36276,7442,297
760,209493,1189,7359,40
761,32245,33166,1121,287
762,16704,4022,609,113
763,71823,2693,2453,77
764,273395,64839,9620,376
765,28839,653,976,27
766,281141,497,9910,22
767,147838,140196,5169,687
768,158550,21,5532,2
769,117211,32291,4043,279
770,215605,72554,7572,397
771,43054,4226,1502,118
772,68461,32840,2324,285
773,275402,105630,9693,550
774,276277,1921,9727,61
775,93374,31658,3203,274
776,42615,72737,1489,400
777,276627,266,9736,9
778,204760,1270,7193,45
779,23573,2671,827,74
780,230183,78934,8074,422
781,260726,4392,9167,121
782,33003,8984,1148,230
783,41456,8984,1445,230
784,206108,1240,7247,43
785,1997,2671,83,74
786,30022,1270,1032,45
787,247818,4226,8720,118
788,179996,590,6378,24
789,33153,842,1155,31
790,133092,91500,4648,484
791,125219,2680,4360,76
792,212536,919,7466,32
793,232810,4226,8176,118
794,251347,3893,8849,110
795,74014,6,2527,0
796,268826,653,9451,27
797,20962,4226,748,118
798,106809,57504,3683,354
799,9955,4226,347,118
800,13700,919,499,32
801,122554,592,4265,25
802,165359,3421,5808,98
803,225312,1270,7917,45
804,163590,4022,5724,113
805,134993,6,4725,0
806,259562,56174,9122,349
807,8098,2671,280,74
808,87007,1411,2976,48
809,201440,21,7085,2
810,70103,953,2391,33
811,113755,71318,3926,392
812,139710,303,4878,10
813,14870,1240,554,43
814,65353,3210,2213,92
815,72676,590,2480,24
816,47960,6,1657,0
817,85459,266,2928,9
818,117335,446,4048,18
819,35943,1127,1269,38
820,67073,592,2268,25
821,140151,122916,4895,612
822,281499,161,9922,6
823,93754,1411,3213,48
824,249135,590,8777,24
825,260953,592,9177,25
826,171510,2313,6030,70
827,11651,21,422,2
828,127288,64839,4429,376
829,264799,3101,9327,88
830,202556,4022,7124,113
831,99895,53121,3431,335
832,236981,161,8324,6
833,192475,590,6804,24
834,32245,64839,1121,376
835,42616,266,1490,9
836,277812,592,9781,25
837,78399,103228,2672,540
838,196278,1270,6938,45
839,211960,1270,7447,45
840,245424,1270,8629,45
841,102906,3204,3542,91
842,174755,590,6159,24
843,23893,2313,837,70
844,263161,1189,9265,40
845,83597,590,2857,24
846,41456,1438,1445,49
847,161591,79091,5644,423
848,697,56174,27,349
849,32176,3210,1117,92
850,143624,592,5029,25
851,52249,33166,1817,287
852,167167,91500,5876,484
853,199090,590,7014,24
854,191752,33166,6780,287
855,29873,2335,1018,71
856,187263,6,6635,0
857,136846,3731,4785,104
858,128209,8984,4457,230
859,95962,80463,3290,428
860,205274,2084,7214,64
861,181972,5618,6443,151
862,50008,592,1732,25
863,55575,3421,1918,98
864,155353,54372,5414,343
865,186514,653,6608,27
866,241099,1270,8469,45
867,87932,2671,3009,74
868,128292,332,4463,11
869,113709,1921,3924,61
870,9125,6,320,0
871,5255,40278,197,305
872,61263,446,2105,18
873,66948,3450,2264,100
874,20034,3809,714,107
875,1723,590,70,24
876,227719,3101,8000,88
877,156938,28,5461,3
878,70989,3450,2427,100
879,138853,161,4845,6
880,85123,216,2913,7
881,172218,6,6060,0
882,89089,4022,3051,113
883,275216,5618,9685,151
884,164127,64839,5752,376
885,1003,56174,41,349
886,32188,21,1119,2
887,233219,1270,8187,45
888,144698,5618,5064,151
889,47622,47610,1644,323
890,272724,47610,9594,323
891,27469,1240,936,43
892,67497,4226,2286,118
893,127310,3450,4431,100
894,277673,3786,9778,106
895,97840,1240,3356,43
896,172495,79091,6067,423
897,197453,3421,6967,98
898,118427,2335,4096,71
899,235922,58490,8285,358
900,119492,8638,4146,216
901,76786,3101,2621,88
902,60857,32029,2096,277
903,141756,21,4965,2
904,233239,431,8190,17
905,143323,79091,5019,423
906,114679,53121,3956,335
907,184787,2335,6534,71
908,12582,56174,462,349
909,141756,1127,4965,38
910,84115,592,2873,25
911,66203,497,2240,22
912,225765,2622,7934,73
913,251005,2084,8841,64
914,197268,4226,6962,118
915,156086,95313,5435,506
916,154814,56174,5405,349
917,187240,1240,6634,43
918,173947,1240,6116,43
919,171345,57353,6025,353
920,153759,8638,5368,216
921,252136,592,8872,25
922,215605,89087,7572,476
923,35036,3249,1232,94
924,185618,4677,6569,128
925,273395,4226,9620,118
926,18,216,0,7
927,237287,1270,8336,45
928,229274,2677,8050,75
929,130287,40955,4543,307
930,29973,477,1028,20
931,112148,266,3868,9
932,150648,1619,5260,50
933,274717,47610,9670,323
934,227946,47610,8006,323
935,258089,266,9068,9
936,185736,80463,6573,428
937,56653,1127,1954,38
938,205892,592,7235,25
939,245327,1270,8624,45
940,18939,497,680,22
941,62134,2335,2129,71
942,111139,1921,3836,61
943,50960,1270,1765,45
944,129104,3421,4498,98
945,192146,5618,6790,151
946,239327,40278,8408,305
947,202428,77866,7118,417
948,108875,1270,3752,45
949,63552,8869,2181,225
950,30074,3307,1036,96
951,68301,6,2316,0
952,172437,590,6064,24
953,248881,103228,8764,540
954,217627,1127,7640,38
955,185536,1438,6565,49
956,80069,590,2739,24
957,176155,33166,6219,287
958,19798,161,704,6
959,233188,590,8185,24
960,108173,161,3733,6
961,110468,266,3811,9
962,281576,592,9927,25
963,212910,3101,7475,88
964,247615,4022,8706,113
965,45538,1270,1584,45
966,54095,6,1875,0
967,59738,53121,2056,335
968,59495,592,2047,25
969,171325,4226,6024,118
970,4406,4022,161,113
971,140815,653,4923,27
972,77124,1270,2636,45
973,209813,53121,7365,335
974,280540,161,9895,6
975,228346,4226,8020,118
976,262393,3210,9233,92
977,114804,3249,3961,94
978,228569,216,8027,7
979,84517,2693,2891,77
980,210966,1270,7403,45
981,234667,590,8243,24
982,130069,431,4539,17
983,203220,590,7144,24
984,6342,3809,227,107
985,44909,2193,1558,67
986,88595,4022,3038,113
987,79658,1270,2721,45
988,123941,6,4320,0
989,229248,67424,8049,379
990,8235,1619,282,50
991,192610,1127,6811,38
992,113493,590,3915,24
993,198223,4543,6993,125
994,240442,919,8449,32
995,99587,2084,3416,64
996,204261,4022,7179,113
997,277798,1240,9780,43
998,22003,3421,778,98
999,272234,161,9574,6
1000,29166,1621,994,51
1001,3949,2693,145,77
1002,264337,34437,9305,294
1003,82665,4022,2817,113
1004,215460,80463,7567,428
1005,193992,1300,6853,46
1006,8450,1217,290,41
1007,103744,28,3574,3
1008,172211,919,6059,32
1009,221061,47610,7771,323
1010,139251,161,4858,6
1011,3066,2671,116,74
1012,30891,2671,1070,74
1013,89414,592,3067,25
1014,269183,80463,9466,428
1015,175777,31658,6205,274
1016,179255,161,6346,6
1017,66992,4022,2266,113
1018,52886,2120,1841,65
1019,171291,1270,6022,45
1020,275888,1701,9709,52
1021,172843,31658,6079,274
1022,2158,953,92,33
1023,251005,161,8841,6
1024,33545,72113,1172,395
1025,248881,31658,8764,274
1026,105160,4226,3612,118
1027,5963,8984,219,230
1028,105947,4226,3647,118
1029,224499,230,7892,8
1030,219495,6,7714,0
1031,275733,477,9704,20
1032,99662,3733,3421,105
1033,128049,1270,4455,45
1034,15811,953,583,33
1035,250550,94478,8822,502
1036,56050,1240,1934,43
1037,128477,431,4475,17
1038,142057,4226,4977,118
1039,48239,4226,1666,118
1040,150941,64839,5268,376
1041,212535,1270,7465,45
1042,251723,431,8863,17
1043,82910,590,2831,24
1044,10473,3101,370,88
1045,68331,592,2318,25
1046,159350,216,5564,7
1047,48882,216,1686,7
1048,65583,6,2223,0
1049,234281,1270,8226,45
1050,157732,388,5503,14
1051,270467,91500,9511,484
1052,211860,53121,7442,335
1053,163177,54372,5710,343
1054,97840,3101,3356,88
1055,192146,91500,6790,484
1056,61727,4226,2116,118
1057,177296,590,6263,24
1058,160232,33166,5590,287
1059,186832,3307,6621,96
1060,124658,998,4340,34
1061,171345,71106,6025,391
1062,60105,64839,2070,376
1063,200719,47610,7063,323
1064,94144,56801,3227,352
1065,281760,3204,9935,91
1066,222264,266,7810,9
1067,50429,80463,1744,428
1068,220962,332,7767,11
1069,148385,2671,5185,74
1070,75258,2671,2577,74
1071,279578,79091,9861,423
1072,62273,8984,2135,230
1073,54643,66335,1888,378
1074,222973,592,7835,25
1075,116152,3450,4008,100
1076,183200,27668,6474,264
1077,111889,1240,3858,43
1078,10283,3210,357,92
1079,140404,1619,4905,50
1080,29166,161,994,6
1081,79835,3210,2729,92
1082,1165,1127,48,38
1083,281825,4022,9941,113
1084,95717,6881,3281,179
1085,110543,21,3815,2
1086,162256,31658,5677,274
1087,92688,919,3190,32
1088,151129,592,5273,25
1089,62584,592,2145,25
1090,211960,3421,7447,98
1091,224377,47610,7887,323
1092,272152,33166,9570,287
1093,4327,4022,157,113
1094,88996,6,3049,0
